rat	human
309387	26507
408241	400668
361256	6840
497916	125170
499751	11253
680440	284353
685203	84281
65137	8607
65137	8607
691157	391003
316090	729085
309002	79759
291733	25800
100360647	2197
29752	2197
687780	2197
311202	120071
305941	137868
497892	137868
364605	137868
680338	160364
307913	23199
307913	23199
307913	23199
307913	23199
363545	79903
361984	9898
100360640	222659
691275	161931
500911	253190
309565	9439
501126	200403
292892	3661
58853	8013
685433	2123
100360117	6132
26962	6132
108348142	6132
497923	729288
689560	6261
114207	6261
170546	6261
287642	10237
83731	3778
83731	3778
310658	23126
246755	8537
114561	23760
25597	5922
361401	23659
314917	93035
314917	93035
363253	130617
54246	1572
291540	79959
291703	2071
301351	343990
690229	54663
363024	57153
305310	57606
293698	283234
293698	283234
64466	4435
287168	3050
291673	64374
311428	54976
363146	55152
84609	10501
300228	51474
299488	57488
295961	51074
362849	51257
311793	10811
298518	1441
315648	5519
494346	51012
312086	5446
29387	391013
295010	132430
117092	8710
680912	157855
305842	84659
103694852	84659
316005	10425
307745	64282
360630	4669
362894	22864
312727	441631
307380	63895
312320	10643
360658	23163
56816	5071
292912	54922
360627	60681
315073	8629
64551	989
100910754	989
499174	204219
363014	10413
312474	6936
307582	3909
307582	3909
309859	256380
25366	93
303300	23277
294429	5903
116501	9351
25051	2740
303689	63893
171145	8891
289382	25896
252923	80705
102547056	135250
102547056	135250
502217	135250
502217	135250
100910848	135250
100910848	135250
499249	144100
298322	79836
292878	284361
360970	83698
363909	83698
100361710	107303344
368084	114049
306262	686
367153	80321
311615	84969
89815	9144
287356	128308
295607	55660
24650	5310
362171	79899
25472	3764
306734	80010
29586	2709
299604	5442
689560	6262
114207	6262
170546	6262
361344	65258
192259	151056
80897	51752
25128	7369
364419	91782
314441	123096
687399	123775
691157	112268320
29462	553
100909648	553
290447	23077
290447	23077
296750	60561
60382	27236
304885	9917
366669	23224
366669	23224
295518	116449
295518	116449
311494	54453
102552996	107984125
100359775	105372714
300884	57093
501721	728279
501720	728279
680152	728279
680136	728279
315728	79875
315728	79875
315728	79875
315728	79875
286928	10152
79249	10152
64555	79925
64555	79925
100912019	79925
310808	23443
688429	79658
688429	79658
360557	22861
691998	22861
289014	9261
308650	3187
685487	84133
685487	84133
83610	321
103689969	7404
100310845	7404
170919	56894
170919	56894
294324	56894
294324	56894
307428	25816
307428	25816
360958	84448
312721	8798
298101	85301
360459	89927
317546	257397
291309	9712
65152	5213
501552	2187
501552	2187
690161	164045
690161	164045
288671	51433
499353	1557
293989	1557
29298	1557
29298	1557
29277	1557
29277	1557
100361547	1557
691903	280658
102551192	280658
103690782	280658
103690782	280658
102551397	280658
83578	8566
83578	8566
361819	8566
361819	8566
298031	64420
498183	8550
83840	6198
83840	6198
306594	79648
306594	79648
100362477	112268388
102554431	112268388
301510	285180
84013	51144
84013	51144
25640	6928
25640	6928
300521	84897
686013	646457
361866	57531
361866	57531
81670	2875
498666	10673
293221	119682
316211	25862
289810	10438
497099	389668
294326	102724023
294326	102724023
171057	55871
360873	10223
286921	57016
116463	57016
100910708	57016
296972	57016
298429	8438
404943	390327
287585	8493
313892	165186
292017	54768
292017	54768
292017	54768
312182	55131
108353095	110806280
361526	29950
691455	91860
100310876	259294
690448	259294
310207	9037
303901	9037
363213	84317
116630	1437
296694	392391
311783	26525
308436	284340
309203	10647
365402	10647
24565	4363
24565	4363
140668	4363
140668	4363
81642	4363
81642	4363
100912948	4363
100912948	4363
29447	4482
24505	3630
24506	3630
100912115	64693
306816	169841
306816	169841
499353	1559
293989	1559
29298	1559
29298	1559
29277	1559
29277	1559
100361547	1559
100912115	100142659
309203	10648
365402	10648
296789	9723
294601	84250
29205	9145
292069	348180
362214	10528
25663	3554
679869	6934
679869	6934
306647	283489
305922	26524
64036	1604
26956	50808
81710	4488
25483	4488
296134	64969
25149	2100
686677	219438
686683	219438
404855	219438
502421	222553
502421	222553
300713	222553
499725	80135
192147	81488
501416	81488
361223	89846
501721	730755
501720	730755
680152	730755
680136	730755
308760	91433
501721	81872
501720	81872
680152	81872
680136	81872
29640	8818
63879	331
291005	10912
25112	10912
690050	7172
363799	152002
363799	152002
103689938	1048
81613	1048
84022	2693
117270	7031
689897	1427
680248	440672
94267	440672
367747	440672
680923	79037
85471	2624
25159	2624
100365733	100130348
362277	55905
304928	92342
316369	8440
100362477	100287045
102554431	100287045
498102	647309
301126	9667
64196	9667
60399	53637
299499	100131390
366078	100131390
304301	221938
303439	221938
300983	84836
300982	84836
500711	57718
300884	399939
366998	4778
497863	25880
116646	7178
303823	9175
303823	9175
691446	147744
363441	4694
108348144	4694
85245	3838
406195	6941
501721	85294
501720	85294
680152	85294
680136	85294
291683	27039
363551	124220
297699	11171
100910575	11171
500317	57121
246772	27183
295356	9122
291005	1647
25112	1647
305957	252969
501160	402117
170919	56895
294324	56895
301121	5990
361746	5990
298288	735
313421	735
117512	735
117517	735
24237	735
405934	81341
293805	81341
680549	63876
298894	4613
24581	4613
363763	403277
288185	403277
288184	403277
288186	403277
252916	23682
64314	835
64314	835
361705	254263
690252	254263
309203	404552
365402	404552
500945	643037
288652	196383
363831	2928
303565	92579
691903	6759
102551192	6759
103690782	6759
103690782	6759
102551397	6759
289080	23179
85471	2625
25159	2625
316432	130026
360655	100131439
100361633	100131439
287818	100131439
501740	100131439
29278	3927
294326	8209
690853	9625
294508	27143
50560	9807
300884	390231
362946	414919
307296	57507
313430	338094
300689	25996
287984	5708
684709	127670
664710	127670
364021	127670
29588	5454
100310876	259296
690448	259296
100910616	79366
296304	55741
691903	10214
102551192	10214
103690782	10214
103690782	10214
102551397	10214
365326	81282
679566	285016
498295	64754
102551575	91734
502143	91734
689872	91734
364764	91734
291276	91734
103694120	91734
100310876	259289
100310876	259289
690448	259289
690448	259289
680737	6636
309200	80789
84486	23451
287739	9343
246284	546
103690008	546
24967	5698
679886	128866
362740	51562
294962	59345
292949	64065
100912115	441294
362092	8019
64076	10861
310376	167359
100912115	643854
313790	144811
291541	1149
79121	382
361233	6745
300884	642612
681004	94104
54263	3782
317409	60559
680782	60559
100360464	60559
311191	9793
304023	10402
304023	10402
140669	10058
113990	9324
25454	2674
686677	390144
686683	390144
404855	390144
298288	731
313421	731
117512	731
117517	731
24237	731
494309	317703
494253	317703
494252	317703
494259	317703
494292	317703
494292	317703
494260	317703
494302	317703
494312	317703
494236	317703
494229	317703
494283	317703
494225	317703
494298	317703
102551504	317703
494267	317703
494279	317703
494246	317703
299649	317703
494266	317703
108348087	317703
494256	317703
494237	317703
494258	317703
100362068	317703
494231	317703
494300	317703
494288	317703
494299	317703
494287	317703
494297	317703
89804	7010
114851	1026
85263	9016
361074	9016
24565	368
24565	368
140668	368
140668	368
81642	368
81642	368
100912948	368
100912948	368
294287	5252
114765	11193
360592	4591
252880	644168
300884	84767
84604	57817
314442	7453
499353	1558
293989	1558
29298	1558
29298	1558
29277	1558
29277	1558
100361547	1558
301235	23506
50545	8193
300029	116447
83838	4054
308589	56848
103689938	1088
81613	1088
298675	11079
304268	387496
103692172	83444
500225	83444
170465	10449
364183	55330
301073	57467
103689969	7403
100310845	7403
100363253	22978
501841	23603
310086	166968
103690038	148266
365224	148266
300884	653192
685940	154075
304663	4066
81735	4756
500679	5890
307774	54726
304301	23531
303439	23531
100362477	112268392
102554431	112268392
361415	83657
361705	149111
361705	149111
690252	149111
690252	149111
500992	120406
100363350	120406
313744	79707
24887	581
300444	57139
306872	285782
360655	146722
100361633	146722
287818	146722
501740	146722
29657	406
29657	406
286921	441282
116463	441282
100910708	441282
296972	441282
691903	6758
102551192	6758
103690782	6758
103690782	6758
102551397	6758
296469	128414
296462	26164
114638	3257
311731	79634
24653	5321
100911675	5321
310909	5910
365394	57010
84578	8841
362593	29889
297342	84173
315740	9493
315740	9493
497986	3216
117242	55714
117242	55714
306451	55714
306451	55714
306451	55714
306451	55714
100912115	340307
301126	6294
64196	6294
100912115	4253
100912115	4253
310207	54437
303901	54437
29283	6159
100911453	79084
310769	79084
291974	79567
689484	102724813
686103	102724813
100362477	112268387
102554431	112268387
100363253	284958
366431	127428
288264	3454
502749	55750
306570	286
306570	286
303499	6668
50677	5800
361388	2549
309678	7109
366872	51134
305628	343099
25614	5747
499903	63908
140673	63908
66030	132204
66030	132204
24804	132204
24804	132204
102546484	107983988
25541	6342
81637	161
365652	10087
303774	57690
25661	2335
302656	9758
25302	1139
171291	221458
171291	221458
406196	54535
308846	7405
309097	84435
315162	150365
369018	160287
312225	29062
691799	53342
368088	8527
368088	8527
305309	201780
363522	1774
24211	476
689462	168975
690745	64757
100910481	64757
171451	64757
316123	2962
361015	6314
246770	9569
100912262	9569
64445	6487
64445	6487
29241	114
29241	114
29596	3475
171131	1142
171131	1142
24907	1756
24907	1756
24907	1756
24907	1756
24907	1756
24907	1756
24907	1756
24907	1756
25600	1756
25600	1756
100365363	284371
338458	84033
192213	5923
192213	5923
311412	64682
311412	64682
362754	57570
291352	57512
291352	57512
289144	27101
316557	84236
292874	342918
301323	5558
301323	5558
290032	10876
103693384	10876
103693823	10876
316108	10073
500896	340390
259271	54840
259271	54840
259271	54840
683404	94137
58978	338821
361596	3418
252962	10745
252962	10745
25495	9241
450228	3883
303528	3883
293817	219954
405366	219954
293815	219954
292328	91966
687295	92609
498757	313
301419	129450
116491	9424
100909725	9424
361365	5432
315196	7477
308519	147991
29184	948
192646	4544
114300	23560
299312	23560
266608	11211
363913	11211
307715	79190
303350	84282
303350	84282
65151	10247
362826	85300
294864	22948
29455	9518
24827	7039
293663	5936
474154	5936
100365363	91664
686922	25774
103694882	25774
498850	26025
361923	200916
304766	23190
290834	8754
290834	8754
78981	50839
78982	50839
100310878	50839
100310879	50839
78985	50839
689404	401138
309666	53347
499926	92747
78983	50838
500347	50838
361096	7545
64618	7545
367944	7545
361810	2289
314648	56926
298787	51072
100361104	342346
292548	7691
691135	7691
682964	7691
103691059	7691
690142	283461
303639	23460
303638	23460
287788	23460
303637	23460
499903	8775
140673	8775
305685	118881
366492	1969
171378	5530
24675	5530
24674	5530
192241	539
685664	83544
246060	1028
246060	1028
497229	283
108348324	283
305843	283
369018	92483
171154	51156
100909524	51156
292548	10172
691135	10172
682964	10172
103691059	10172
100911859	3227
114024	2181
81645	1129
161477	6207
683961	6207
684988	6207
292548	147686
691135	147686
682964	147686
103691059	147686
58917	3263
286988	10957
266769	2827
498398	140606
307900	93107
296395	93107
298890	81553
315159	10766
25086	1571
308992	51333
24609	4953
309288	6096
309288	6096
362326	23554
56782	5552
300075	56993
58978	10599
113947	10916
497913	57165
303336	26118
25368	132
25368	132
25368	132
246247	2329
497961	51701
362228	51126
681263	100126572
361652	10847
362612	6431
362264	6431
293663	83759
474154	83759
50568	10675
100362176	401097
100365363	91661
307270	4199
24552	4199
361602	4199
499076	54776
316010	820
294436	84154
117059	794
140661	6176
100360522	6176
100365363	84671
288151	3231
170943	1468
29539	217
298079	217
65041	81570
25735	3172
25735	3172
362819	84324
299116	60485
29425	5693
100363136	337959
100363184	337959
100363287	337959
501765	337959
100363236	337959
103693537	337959
363739	337959
501768	337959
501767	337959
100362315	83695
361425	10328
293665	254359
292548	55659
691135	55659
682964	55659
103691059	55659
310820	58155
305584	5966
295105	100505385
299699	160428
303167	25893
79126	3426
59115	4815
59115	4815
315702	56905
24950	6716
64677	6716
289399	55765
29328	2879
25534	5961
287936	164592
291914	255919
362398	5361
309304	80380
306104	10464
24763	6296
24398	2744
353498	1585
24294	1585
100910462	1585
680316	1585
366012	26995
58978	28234
294335	56241
685001	285888
500367	57542
363866	122042
360646	80774
310880	55345
29567	54626
365302	441933
100360197	729475
313216	56254
315611	6330
298521	2899
298521	2899
690745	54996
100910481	54996
171451	54996
686393	84279
303639	10349
303638	10349
287788	10349
303637	10349
100363136	140258
100363184	140258
100363287	140258
501765	140258
100363236	140258
103693537	140258
363739	140258
501768	140258
501767	140258
405940	219447
295105	29970
295105	29970
296199	27131
360616	84152
84429	3777
29553	3777
361929	23200
361929	23200
317599	23200
317599	23200
306600	23200
306600	23200
293719	51035
314246	22890
29595	3356
25307	1473
366219	1473
288155	344191
300173	283464
316583	93010
100365363	388558
25307	1472
366219	1472
292548	84914
691135	84914
682964	84914
103691059	84914
81530	5164
302405	340529
501628	158931
679974	158931
680282	158931
499669	60680
314647	60680
309673	23076
303372	54475
684055	646625
308755	641
313551	79078
156275	2686
298138	158158
102552669	729059
102552166	23132
102552166	23132
363135	23132
363135	23132
60628	7852
103693495	339229
311146	6744
308959	57478
501157	6120
100365928	730112
100911685	2935
501582	2935
24420	2935
316001	389119
361612	283208
302553	6839
81741	5127
84429	51305
29553	51305
303831	1974
25233	208
85492	5695
362581	22955
316415	285172
306956	696
303376	54752
315473	23366
116642	9154
303639	10350
303638	10350
287788	10350
303637	10350
170520	114757
317580	9363
171456	10412
296601	389827
308431	653583
84494	7223
140933	7223
303304	9905
29566	2687
83537	6610
679692	9926
689054	389421
691171	25989
316767	1663
300120	55007
56042	8615
361948	987
361975	987
690367	90135
81817	7392
309528	340654
365057	4217
501558	4217
408218	11131
171378	5533
24675	5533
24674	5533
687861	326625
297433	50512
300257	5204
103691033	390980
63843	5030
500563	79927
307343	125228
25423	1075
301254	57505
691397	23049
293733	3619
116689	5777
363249	58190
292548	147687
691135	147687
682964	147687
103691059	147687
308107	11133
50688	782
117240	9843
361006	118491
361006	118491
316638	25992
301008	54681
307081	10531
303057	10569
24667	5495
361929	23250
317599	23250
306600	23250
682058	64434
367236	1310
691026	79058
691572	390595
315034	286151
292548	90233
691135	90233
682964	90233
103691059	90233
25296	652
316218	2979
100909976	2979
29539	219
298079	219
314659	284382
292516	284382
307474	10915
171073	84717
499949	164284
311412	730268
500637	728597
108353015	105377650
108351838	107987428
679894	57187
313308	57187
59265	23239
25236	2719
499518	202243
24886	6916
683849	5646
24691	5646
25052	5646
103690254	5646
362347	5646
364403	640
315345	22818
360611	22818
100364990	23590
306203	54899
309071	92565
100360412	64215
81678	3709
619374	58494
499260	146183
689856	91133
688502	56341
60421	56341
65023	30820
85309	10003
300384	10003
309451	8729
500847	196403
311329	55192
311329	55192
299172	55192
299172	55192
100909961	55192
100909961	55192
252879	984
361434	984
85309	219595
300384	219595
308632	23593
25021	3684
499271	3684
64350	3684
300443	64748
361988	65123
79115	51466
79115	51466
79115	51466
79115	51466
29483	6507
29483	6507
25492	4774
81921	6457
116743	6457
116743	6457
362138	5937
295649	55137
502764	27153
54264	4094
54267	4094
315723	123228
683849	5644
683849	5644
24691	5644
24691	5644
25052	5644
25052	5644
103690254	5644
103690254	5644
362347	5644
362347	5644
300389	729458
100912114	729458
300375	729458
100363016	729458
266686	728635
252857	11069
252857	11069
81921	6456
81921	6456
116743	6456
116743	6456
116743	6456
116743	6456
171121	5531
171366	5531
287517	8386
404963	8386
361805	84300
306575	26586
685025	9188
361848	9188
317399	9188
24984	3111
362704	9577
373540	8807
373540	8807
114861	59342
56011	7529
294883	138046
498353	152579
498353	152579
53949	1133
306226	107987486
300900	57088
362334	55281
64367	5479
117053	6210
311846	56262
290789	137075
312102	11326
315851	6785
117560	687
252878	9966
499640	151790
100910275	9993
103693608	9993
360742	9993
94164	3046
293267	3046
502359	3046
100911402	51286
361675	51286
315137	200315
365330	390063
308669	8924
102546764	100272147
295747	219479
171522	107987478
24303	107987478
266684	107987478
25053	107987478
305711	26696
364275	26696
64678	7037
317675	121278
29491	6453
29200	3625
25196	3625
102557105	105372315
102549509	105372315
102549747	105372315
102555324	105372315
103694635	105372315
102555039	105372315
102551194	105372315
102555557	105372315
103693640	105372315
102552104	105372315
108353010	105372315
641525	56097
171010	81706
259225	81706
362622	64793
362622	64793
103694897	64793
103694897	64793
683415	203074
366262	221662
690139	221662
301227	54209
314717	55681
25276	6847
290959	11046
298280	11046
24241	796
365176	126208
306226	100288687
79237	3087
100911779	1355
100911779	1355
309391	1355
309391	1355
83717	4958
103690116	4958
298066	23071
311374	90527
499879	90527
103690160	85358
103690160	85358
78957	85358
59312	85358
171093	85358
680259	221061
102554102	85363
308906	85363
293294	85363
101241893	85363
499223	85363
65142	402
79227	79228
363285	51540
287509	8392
287516	8392
287511	8392
503052	22846
362814	10193
65193	4825
309095	4825
292464	11104
103690050	11104
288449	11104
100910196	11104
687561	257629
287002	26659
299596	26659
299593	26659
100912028	26659
404961	26659
404959	26659
405280	26659
366834	26659
404958	26659
405362	26659
305078	3914
287002	390892
299596	390892
299593	390892
100912028	390892
404961	390892
404959	390892
405280	390892
366834	390892
404958	390892
405362	390892
309995	7518
100360977	5478
25518	5478
299576	26538
366843	26538
299570	26538
266686	10901
25512	5251
290519	84321
361162	29942
361162	29942
294123	9038
363707	6730
24664	5443
83633	9568
102554102	53840
308906	53840
293294	53840
101241893	53840
499223	53840
24277	1418
684028	1418
171522	107987479
24303	107987479
266684	107987479
25053	107987479
298559	6920
298559	6920
363056	257160
306226	107987487
317271	4115
503441	4115
503442	4115
302438	4115
302748	4115
302744	4115
100362915	127665
83581	25885
155918	3937
297971	57150
619581	84276
689284	6169
690468	6169
685963	6169
303747	924
64475	5033
94164	3048
293267	3048
502359	3048
100362432	100287932
54312	100287932
306226	107987484
311551	23509
309630	9278
685025	79009
685025	79009
361848	79009
361848	79009
317399	79009
317399	79009
303194	7156
361715	8986
314384	8986
171522	1565
24303	1565
266684	1565
25053	1565
171155	3032
298942	1738
314993	29028
688163	79170
304725	26047
301650	26047
297832	26047
100910512	26047
500105	26047
307865	26047
306842	54438
171010	26472
259225	26472
450228	100653049
303528	100653049
25021	3687
25021	3687
499271	3687
499271	3687
64350	3687
64350	3687
81816	7320
298317	7320
103694902	7320
502715	10234
171581	171177
306226	100033411
25756	1375
685402	64090
25608	3952
297900	553115
289568	57482
289568	57482
301004	54870
100911107	5272
361241	5272
299810	8089
498228	148808
366532	90957
688590	154661
450228	3885
303528	3885
78973	59343
292306	8635
308724	23287
290986	23287
298861	391356
362971	758
362185	758
314637	29985
405131	346528
405329	346528
29741	5296
192229	84984
688822	347853
311051	130940
311051	130940
366001	92714
308831	26011
64303	5216
81531	5216
100909840	5216
295230	7203
362391	4084
287509	4994
287516	4994
287511	4994
306226	107987485
171381	5662
171441	10897
29411	5538
292138	387712
306455	55602
366120	119765
404808	119765
366122	119765
366121	119765
300389	284428
100912114	284428
300375	284428
100363016	284428
289254	128371
299576	284433
366843	284433
299570	284433
192209	245711
103690160	50944
103690160	50944
78957	50944
59312	50944
171093	50944
363662	54828
363662	54828
363662	54828
363662	54828
310756	4343
287989	2049
307562	1829
689755	154467
499656	388701
405966	254783
100910928	254783
192359	79882
100909776	199964
100362283	339456
298296	255738
156826	2139
309105	283358
500306	283358
192226	23066
29625	1393
103690209	27288
362599	27095
361224	84270
365823	56884
303130	56884
367763	84187
367763	84187
367763	84187
367763	84187
367763	84187
367763	84187
367763	84187
367763	84187
367763	84187
25653	7252
306226	107987489
293334	390083
500156	474
304725	728577
301650	728577
297832	728577
100910512	728577
500105	728577
307865	728577
362495	29078
361725	4246
25010	4246
81682	4060
304204	6618
311071	9839
360495	64788
308988	26470
362971	744
362185	744
687536	2295
364707	2295
365823	23105
303130	23105
367903	9823
405125	390442
405126	390442
405325	390442
103693822	390442
405124	390442
408237	84651
362437	126917
641315	126917
54223	196883
81667	2783
100361294	7297
315497	57057
58977	5502
500366	387849
315137	9582
288515	79778
25362	7780
301468	1419
85309	2346
300384	2346
315137	27350
295050	11340
113976	2182
315606	4297
287517	653166
404963	653166
102554102	10346
308906	10346
293294	10346
101241893	10346
499223	10346
291906	64400
288091	56983
497929	644139
192153	2849
293226	119679
293224	119679
314713	27340
84394	1641
100125364	387263
363795	89782
29228	4782
25216	6382
306562	6867
100362432	100652748
54312	100652748
293701	2101
361600	53346
361600	53346
361600	53346
361600	53346
295458	56898
25406	960
366542	10736
295953	5897
81816	7319
298317	7319
103694902	7319
300389	125997
100912114	125997
300375	125997
100363016	125997
305478	200312
304580	54434
246185	64118
287156	89941
306015	64760
313208	83856
58975	10219
171121	5537
171366	5537
311742	83879
24484	3486
306464	79682
298508	10450
114598	165530
29592	586
315137	140564
315137	60489
25346	6098
25346	6098
688757	399474
252879	8558
361434	8558
306270	92106
100911395	84871
102552939	284254
680077	284254
25270	5825
316575	9320
29211	6712
361478	154197
100912459	57496
100912459	57496
171144	28231
266670	84864
287821	347741
499925	149954
114017	85476
302937	124401
25021	3681
499271	3681
64350	3681
360956	57533
316740	8736
308724	123624
290986	123624
498600	26017
362567	55624
295645	57282
295645	57282
100912481	2130
289752	2130
116544	25833
498416	2887
64363	369
24773	653509
29735	9194
303399	9496
60347	84131
361275	222389
287509	4995
287516	4995
287511	4995
679944	84266
363133	57060
25559	6833
83516	10891
310848	113612
288665	23316
300751	283677
300389	85509
100912114	85509
300375	85509
100363016	85509
362437	25900
641315	25900
300696	54970
299313	8409
317627	29994
103690221	57624
405131	112268384
405329	112268384
171522	1564
24303	1564
266684	1564
25053	1564
266733	84561
266686	317749
24773	729238
288080	9515
54292	6002
83572	5048
365946	150159
297357	1496
29340	5581
29340	5581
81749	5581
81749	5581
362930	11156
289369	7399
308776	8622
309962	8622
362133	130576
140674	2567
29709	2567
79211	2567
116600	783
25271	6256
171329	9958
317579	10813
64529	1508
363984	9641
298712	55425
498582	57705
684545	199713
315311	9498
315311	9498
301111	55129
301111	55129
301111	55129
301111	55129
291433	54808
309008	22876
309008	22876
361084	4008
499583	254827
499583	254827
366069	140469
498806	140469
362804	143884
60393	6799
83783	6799
84009	8997
310192	8997
294519	285753
291132	2822
308581	147872
192243	2804
100910007	170960
102548231	170960
102547413	170960
100360380	170960
102551340	170960
171452	5866
29344	677
171398	283238
192273	283238
286961	283238
24464	3250
289168	22920
499397	26530
294188	26530
406018	26530
294190	26530
405203	26530
406039	26530
405349	26530
79225	388585
79225	388585
259221	114876
60443	22905
60443	22905
365763	84517
654517	167
100362333	54107
298098	54107
432367	29881
63840	8864
24175	152
500116	29896
678759	4705
316632	4705
29484	6519
680576	200424
686883	51574
686883	51574
100910768	7316
192255	7316
50522	7316
684189	55128
303523	390792
287969	284521
100910999	284521
287970	284521
25344	5245
291660	4695
290467	84189
64186	429
59087	56001
501621	56001
308653	56001
680025	56001
300519	90952
60393	445329
83783	445329
100910007	7594
102548231	7594
102547413	7594
100360380	7594
102551340	7594
311359	25764
291841	23019
100910768	7314
192255	7314
50522	7314
295596	5000
300463	64224
84399	3549
362765	23357
360622	3487
100360779	259308
100361292	259308
314360	2581
292915	6822
24912	6822
100912485	6822
24902	6822
361510	6822
361510	6822
298692	254173
116663	1848
25690	196
315165	4668
310626	84283
25697	1514
500540	200172
362440	4704
498234	127829
500282	127829
362530	80709
688405	10263
192227	22949
302415	4303
498185	80024
309855	9896
363856	30835
288378	30835
688858	30835
288375	30835
501797	30835
304197	30835
688951	30835
103690541	200726
498805	79896
24919	7528
103690827	7528
405015	401667
365324	401667
293214	401667
314259	64398
304549	8638
304545	8638
60393	6818
83783	6818
293674	10589
679942	9068
301514	617
100361902	132625
100361947	132625
288654	10198
304278	100526740
25581	5701
108348241	51131
361051	51131
493810	830
24404	2876
290020	122748
293997	81621
360610	4779
360494	115939
58815	10539
296587	728489
360615	494188
499397	26529
294188	26529
406018	26529
294190	26529
405203	26529
406039	26529
405349	26529
367100	4091
81516	4091
311324	85455
362416	285367
500065	340348
24617	5054
89806	7075
299061	26257
314906	3798
502758	442361
405132	442361
293700	51504
304157	8204
293129	79053
293142	9789
294917	23043
60357	8842
286920	9311
362938	23513
100360057	6146
81768	6146
79238	54511
367112	54511
140674	2565
29709	2565
79211	2565
294260	6499
79238	3155
367112	3155
680014	114799
680014	114799
296947	29999
313591	9967
686720	386676
690431	386676
100034253	54552
100911510	7712
314169	23116
292577	147945
292545	147945
499234	147945
365184	147945
499069	147945
100912013	147945
290561	7134
361745	6595
24210	432
64195	432
303226	7566
499798	151188
315731	55323
100910007	7757
102548231	7757
102547413	7757
100360380	7757
102551340	7757
691695	2999
100361468	2999
100911163	2999
502004	2999
171290	2999
171528	2999
100361261	2999
140447	6547
140448	6547
29715	6547
305583	150962
305441	54436
108348080	10969
114021	10969
364241	8645
24437	3005
303614	57154
690516	57154
365834	729830
365834	729830
308113	154043
501015	388125
691703	388125
361726	54949
64515	991
60581	31
60581	31
304055	25966
310667	29956
363332	80700
311374	405753
499879	405753
64053	1740
64053	1740
64053	1740
64053	1740
100359558	283635
100362684	6224
100359951	6224
100362149	6224
122772	6224
100912756	6160
64298	6160
289833	84140
100360076	106707243
689869	106707243
100310886	106707243
690481	106707243
100310875	106707243
681024	4697
362893	64333
689963	120939
361042	5106
296836	401387
303614	64750
690516	64750
303180	79169
501015	145741
691703	145741
498234	55207
500282	55207
171146	27133
65198	27133
303313	8578
686720	386678
690431	386678
308587	126147
171015	51167
296083	57617
293351	338755
404995	338755
293355	338755
293362	338755
293353	338755
293364	338755
405392	338755
365340	338755
293361	338755
293357	338755
293350	338755
293991	4714
308556	147645
79218	2787
108349548	2787
24954	3643
311802	107986084
301233	2978
691695	3002
100361468	3002
100911163	3002
502004	3002
171290	3002
171528	3002
100361261	3002
171398	387775
192273	387775
286961	387775
690918	401498
303559	379
288152	3232
312054	85865
311163	1500
100360940	56616
288753	56616
303280	9703
313974	28951
300046	8733
83628	3732
116632	9
290681	9
116631	9
24919	404281
103690827	404281
303056	23120
361059	55246
313375	1573
502969	1573
313373	1573
65210	1573
100912642	1573
259242	644150
405015	119687
365324	119687
293214	119687
289046	252839
114095	6814
58851	7376
287433	9513
298845	11117
366890	144321
361219	285231
301015	285231
100911840	5441
502374	5441
116632	10
290681	10
116631	10
117552	25930
367100	4092
81516	4092
246273	57761
296637	84726
54300	6559
114098	56413
500091	5726
298857	165082
361811	6732
367264	6775
691141	255809
314061	57654
100912062	57654
305623	84286
117282	3190
307989	3983
362466	636
304302	84629
65166	23478
246249	393
292090	2590
365388	5719
116472	27190
317598	4168
497900	64777
103689927	64777
171398	387601
192273	387601
286961	387601
311029	4703
60393	6817
83783	6817
287061	79641
100911256	51199
299117	51199
294513	54788
310999	57449
140584	7481
308108	84215
690329	221091
299050	9692
293351	144125
404995	144125
293355	144125
293362	144125
293353	144125
293364	144125
405392	144125
365340	144125
293361	144125
293357	144125
293350	144125
25398	773
257648	773
290541	50650
290541	50650
310803	2135
407765	30815
315222	410
266734	266743
500287	9901
292750	64857
84475	2833
311134	285025
311134	285025
361605	51585
360604	64847
114562	11140
116692	9266
29593	548596
300852	25821
685072	5916
116598	9601
60444	57582
65157	51421
313138	23595
102546724	101929926
25300	919
24944	3920
315298	29127
103690014	29127
685425	57489
309381	84795
303164	55657
305127	84146
290050	26534
405121	26534
685174	10695
362364	9865
363138	10641
303580	124790
300146	9701
288518	51608
363294	57045
680915	8930
192269	10923
300016	57152
300017	57152
497873	260429
289831	150684
686720	386674
690431	386674
360896	2104
140447	6546
140448	6546
29715	6546
363018	85459
102555951	10458
117542	10458
690164	283254
362524	5774
497983	81558
140943	9989
690895	10781
308565	11202
300988	51368
362671	339448
293587	282969
29645	5795
29593	1159
296090	51332
296090	51332
296952	375616
290651	51477
304962	22926
311903	92399
287462	23125
78966	9826
361708	254122
293649	4041
361034	55701
316775	23253
100361568	29923
24457	3218
29689	2563
116675	27315
360643	996
680266	54584
361073	83548
688272	114804
314280	64094
292401	64094
80850	54331
690460	386672
690478	386672
686720	386680
690431	386680
300783	51495
316399	284992
313125	60468
408223	159195
24949	6854
29179	6854
29130	6854
315084	79792
292763	11184
100912286	94059
83425	9590
301173	23228
301173	23228
499418	84221
108348157	84221
24611	2774
500921	84216
79219	2895
79219	2895
79220	2895
79220	2895
103690098	2895
103690098	2895
294606	83989
294606	83989
313557	59269
306722	1612
361816	60685
306860	2651
689092	2651
116777	1001
29272	1804
29272	1804
