10090_22259	10116_58852	9606_10062
10090_19362	10116_689055	9606_10635
10090_433619	10116_432393	9606_448834
10090_66241	10090_56786	10116_293415	10116_289046	9606_252839	9606_56674
10090_19734	10116_360857	9606_6004
10090_75625	10116_367767	9606_28986
10090_12299	10116_29658	9606_786
10090_18975	10116_85472	9606_5428
10090_66442	10116_295661	9606_57405
10090_56760	10116_500336	9606_51266
10090_66296	10116_691918	10116_103691872	10116_100912076	9606_55142
10090_619605	10116_500555	9606_51538
10090_12259	10116_298566	9606_712
10090_74075	10090_668110	10116_502372	10116_100361431	9606_93426	9606_100130958
10090_17231	10116_408240	10116_54272
10090_239932	10116_100364550	9606_643803
10090_11872	10116_293152
10090_277899	10116_500033
9606_1806
10090_56699	10116_303653	9606_23580
10090_252830	10090_194588	10090_252829	10090_246791	10116_691860	10116_292574	10116_102554917	10116_100361016
10090_68537	10116_299938	9606_28998
10090_69159	10116_359959	9606_121268
10090_22428	10116_290798	9606_10671
10090_15974	9606_3467
10090_26910	10116_500239	9606_344018
10090_277432	10116_362255	9606_128434
10090_72391	10116_289993	9606_1033
10090_68566	10116_192349	9606_50632
9606_158800
10090_77407	10116_288700
10090_68572	10116_303673	9606_3396
10090_18185	10116_290221	9606_4901	9606_4901
10116_100910060	10116_266704
10090_14842	10116_288457	9606_219409
9606_11021
10090_68176	10116_316001	9606_389119
10090_353155	10116_363677	9606_125111
10090_13798	10090_13799	10116_499964	10116_685360	9606_2019	9606_2020
10090_320309	10116_360486
10090_18096	10090_14912	10090_74561	10116_309095	10116_65193	10116_685102	9606_4825	9606_157848	9606_84504
10090_19243	10090_19244	10090_19244	10116_85237	10116_103693189	10116_29463	9606_8073	9606_7803
10090_54198	10090_55988	10116_684097	10116_363478	10116_363478	9606_8724	9606_29934
10090_73259	10116_688819	9606_130106
10090_14470	10116_83583	9606_10567
10090_208613	10116_499586	10116_499586	9606_389177
10090_21674	10116_103694545	10116_103694552	10116_103694534	9606_6736
10090_68603	10116_310645	9606_10654
10090_228942	10090_12404	10090_12405	10116_499947	10116_291388	10116_498922	9606_869	9606_147381	9606_140689
10090_214812	10116_363412	9606_23060
10090_671564	10116_689721	9606_285498
10090_67750	10116_498534	9606_203076	9606_203076
10090_19250	10090_24000	10116_171070	10116_305064	9606_5784	9606_11099
10090_67270	10116_100361098	10116_299743	10116_103691922	9606_28977
10090_16533	10116_29747	9606_3779
10090_229302	10116_116467	9606_7104
10090_68565	10116_301249	9606_55168
10090_22682	10116_293960	9606_7763
10090_66922	10116_365355	9606_22800
10090_217207	10116_287727	9606_1659
10090_630663	10090_18812	10090_107849	10090_666317	10116_502122
10090_403185	9606_101929355
10090_73130	10090_17083	10116_315461	10116_289883	9606_50999	9606_11018
9606_5077
10090_66329	10116_306810	9606_203328
10090_432467	10116_100910795	10116_361838	9606_3189
10090_18795	10090_18795	10116_24654	9606_23236
10090_225280	10116_291737	9606_125476
10090_98496	10116_501174	9606_55022
10090_242805	10116_680734	9606_441869
10090_26971	10116_690388	9606_64600
10090_54188	10090_52670	10116_287799	10116_100360200	10116_304277	9606_10898	9606_10898	9606_642843
10090_270106	10116_81765	9606_6137
10090_77862	10116_300470	9606_29087
10090_53612	10116_100359512	9606_10490
10090_320522	10116_363656	9606_727857
10090_17717	10116_26194	9606_4536
10090_110052	10116_306817	9606_7913
10090_77397	10090_17105	10090_17110	10116_25211	10116_362881	9606_4069
9606_152756
10090_93757	10116_100359529	9606_83943
9606_7329
10090_110175	10116_362368	9606_79017
10090_68089	10116_297518
10090_227526	10090_74840	10116_315989	10116_361276	9606_7873	9606_441549
10090_56471	10116_79423	9606_81551
10090_56529	10090_66286	10116_65166	10116_266758	9606_23478	9606_90701
10090_69456	10116_361323	9606_51397
10090_16992	10090_16992	10116_103690381	10116_25008	9606_4049
10090_19662	10116_25703	9606_5950
10090_80857	10090_14180	10090_80903	10116_25444	10116_66017	10116_60464	9606_26281	9606_2254	9606_8823
10090_56358	10090_56447	10116_315345	10116_360611	9606_22818	9606_22818	9606_51226
10090_77669	10116_102556447
10090_18121	10116_25495	9606_9241
10090_212085	10116_290458
10090_19114	10116_64361
10090_67898	10116_297900	9606_553115
10090_67605	10090_67605	10116_292887	9606_84335
10090_74481	10116_309178	9606_116071
10090_66674	10116_290303	9606_57213
10090_68818	10116_363253	9606_130617
10090_227618	10116_311803	9606_389816
10090_67652	10116_500432	9606_81833
10090_108167883
10090_79401	10116_499510	9606_84654
10090_102633307
9606_27177
10090_74734	10116_305341	9606_399
9606_105378592
10090_66260	10116_362605	9606_113452
10090_19336	10116_361208	9606_53917
10116_294251	9606_259197
10090_17928	10116_29148	9606_4656
10090_627191	10116_685882	9606_646658
10090_73287	10116_361834	9606_219621
10090_243025	10116_498365	9606_80008
10090_71046	10116_498943
10090_12954	10116_24273	9606_1409	9606_102724652
10090_67710	10116_117017	9606_5436
10090_12955	10116_25420	9606_1410
9606_140576
10090_77619	10116_681037	9606_153768	9606_153768
10090_381531
10090_11821	10116_292072	9606_353
10090_74221	10116_500197	9606_200523
9606_10485
10090_328401	10116_364301	9606_390443
10090_77647	10116_498075	9606_50852
10090_71966	10116_287707	9606_28511
10090_67774	10116_362452	9606_118426
10090_69155	10116_317344	9606_159013
10090_68177	10116_361054	9606_84650
10090_66849	10116_192361	9606_5504	9606_153743	9606_80316
10090_117197	10116_364183	9606_55330
10090_20728	10116_314711	9606_121599
10090_20974	10116_302975	9606_9143
10090_50760	10090_233040	10116_499114	10116_292757	9606_115290	9606_126433
10090_108832	10116_499917	9606_55321
10090_68701	10116_287881
10090_282619	10116_292793	9606_374897
10090_69226	10116_361328	9606_28966
10090_13370	10116_25430	9606_1733
10090_14472	10116_114500	9606_2637
10090_70859	10116_364427	9606_220416
10090_232415	10116_246043
10090_16600	10090_16598	10116_114505	10116_306330	9606_9314	9606_10365
10090_73779	10116_289530
10090_269397	10116_192352	9606_26039
10090_22070	10116_116646	9606_7178	9606_392490
10090_68794	10090_286940	10090_192176	10116_362332	10116_100911261	10116_306204	10116_293860	9606_2317	9606_2318	9606_2316
10090_638580	10090_28126	10116_306768
10090_11815	10116_25239	9606_347
10090_64657	10116_363187	9606_55173
10090_14165	10116_25443	9606_2255
10090_67139	10116_501706	9606_79003
10090_66455	10116_363886	9606_245812
10090_260409	10116_313838	9606_10602
10090_71159	10116_100910451
10090_102643076	10116_103693290	9606_105371045
9606_100996720
10090_641025	10116_100363510
10090_72792	10116_100362216	9606_257407
9606_84851
10090_14227	10116_293702	9606_2286
10090_67326	10116_311428	9606_54976
9606_10407	9606_653423
10090_67042	10116_300062	9606_11020
10090_52024	10116_294093	9606_118932
10090_105243944	10116_103690541	9606_200726
10090_14913	10116_301233	9606_2978
10090_75406	10116_362837	9606_374291
10090_12850	10116_25249	9606_10229
9606_107985476
10090_216551	10116_360983	9606_29094
10090_73032	10090_69480	10116_361528	10116_500689	9606_23508	9606_148014
10090_67932	10116_691850
10090_66805	10116_298436	9606_10103
10090_213350	10116_100911365	10116_309110	9606_347862
10090_103844	10116_360555	9606_388324
10090_73656	10090_69774	10090_68774	10116_100912573	10116_293749	10116_690930	10116_103690088	10116_293750	10116_361735	9606_64231	9606_245802
10090_14943	10090_14941	10090_14942	10090_245839	10090_14944	10116_691668
10090_67135	10090_18843	10116_246238	10116_311559	9606_51297
10090_14311	10090_12683	10116_500292	10116_291541	9606_63924	9606_1149
10090_75426	10090_29817	10116_366366	10116_289560	9606_3490	9606_347252
9606_7169
10090_233899	10116_691909	9606_90835
10090_233490	10116_293112	9606_58487
10090_108660	10116_360533
9606_285941
10090_69816	10116_291675	9606_51237
10116_314467
10090_17897	10090_17896	10116_24585	10116_688228	9606_4634	9606_4635
10090_228413	10116_499847	9606_79056
10090_66314	10116_296480	9606_7165
10090_170753	10116_310233	9606_619279	9606_56731
10090_59069	10090_22003	10116_117557	10116_24851	9606_7170	9606_7168	9606_7168
10090_54199	10116_316019	9606_9034
10090_208606	10116_360807	9606_65117
10116_362612
10090_67407	10090_67407	10116_100359483
10090_59288	10116_308961	9606_84516
10090_319195	10116_291434	9606_6139	9606_100526842
10090_71690	10116_64536	9606_11082
10090_66199	10116_363068	9606_54939
10090_12583	10116_81718	9606_1036
10090_107885	10090_100039707	10116_300886	9606_10588
9606_286223
10090_52570	10116_497906
10090_66264	10116_682445	9606_79140
10090_66111	10116_300888	9606_23423
10116_362975	9606_150383
10090_73363	10116_100912365
10090_13394	10116_303469	9606_1748
10090_18004	10116_290705	9606_4750
10090_94222	10090_50913	10116_293012	10116_304103	9606_167826	9606_10215
10090_19744	10116_26954	9606_6009
9606_51155
9606_401562
10090_73284	10116_100363484	9606_115265
10090_69692	10116_361462	9606_51020
10090_333670	10116_499421	10116_103694873	9606_150248	9606_150248
10090_67125	10116_362890	9606_6302
10090_19736	10116_29480
10090_227960	10116_295647	9606_25801
10090_55949	10116_363241	9606_1933
10090_72690	10116_500563	9606_79927
10090_68034	10090_78755	10116_309420	10116_100909732	10116_501647	9606_116224	9606_159090	9606_159091
10090_434008	10116_679651	9606_100507421
10090_333473	10116_317308
9606_283080
10090_68612	10116_296368	9606_11065
10090_67792	10116_54297	9606_85397
10090_14526	10116_24952
10090_56327	10116_65142	9606_402
10090_69769	10116_310663
10090_66510	10116_297337	9606_51255
10090_114886	10116_170520	9606_114757
10090_14667	10116_282838	9606_2760
10090_74464	10116_313524	9606_57643
10090_19245	10116_362930	9606_11156	9606_11156
10090_78444	10090_66522	10116_365280	10116_290648	9606_145814	9606_54858
10090_12703	10116_252971	9606_8651
10090_66700	10116_282834	9606_100526767
10090_67971	10090_72948	10116_361466	10116_291966	9606_51673
10090_380712	10116_497955	9606_727910
9606_50836
10090_233080	10116_365228	9606_2865	9606_2866
10090_387511	10090_387514	10090_387347	10116_295589	10116_103690198	10116_78980	10116_502756	9606_50833
10090_75345	10116_364049	9606_57823
9606_139422
10090_16985	10116_361680	9606_107985911	9606_4046	9606_4046	9606_4046
10090_27027	10116_365390	9606_10077
10090_57813	10116_291824	9606_7084
10090_108012	10116_302671	9606_8905
10090_66423	10116_290925	9606_55352
10116_100362279	9606_100128327
10090_67921	10116_363284	9606_140739
10090_56297	10116_363760	9606_84100
10090_76915	10116_295160	9606_84057
10090_105940408	9606_100529257
10090_76846	10116_103689992	10116_81772	9606_6203
9606_51529
10090_69809	10116_500997	9606_341032
10090_230996	10116_313775	9606_54991
10090_66641	10116_362007	9606_80143
10090_70225	10090_238831	10090_66053	10116_294711	10116_301432	10116_360746	9606_53938	9606_23398	9606_23759
10090_432486	10116_362865	9606_79158
10090_384244	10116_680273
10090_12738	10116_300920	9606_9075
10090_102639227	10116_100360296
10090_27217	10116_289311	10116_108348182	9606_83881
9606_439921
10090_69773	10116_315463	9606_90580
10090_327959	10116_679600	9606_54739
10090_67291	10116_688298	9606_339230
10090_12608	10116_24253	9606_1051
10090_77134	10116_681410	9606_10949
9606_100129940
10090_435811	10116_502992	9606_401944
9606_152816
10090_209232	10116_296352	9606_149708
10090_23845	10116_679787	9606_23601
10090_105980076	10116_498607	9606_100271849
10090_19329	10116_503269	9606_64284
10090_20222	10116_299620	9606_8175
10090_12757	10090_74325	10116_83800	10116_116561	9606_1212	9606_1211
10090_233073	10090_108121	10116_361542	10116_687575	9606_199746	9606_102724594	9606_7307
10116_100910483
10090_75647	10116_500068	9606_136263
10090_72440	10116_100362315	9606_83695
9606_7170
10090_11737	10116_25379
10090_58188	10116_361560	9606_342865
10090_73693	10090_73703	10116_683282	10116_685378	10116_684526	10116_690410	9606_55211	9606_151871
10090_20363	10116_29360	9606_6414
10090_100504183	10116_100362207	10116_100909661	9606_100505753
10090_330230	10116_102555274	9606_54753	9606_26048
9606_105370641
10090_17158	10116_25478	9606_4124	9606_4124
10090_12389	10116_25404	9606_857
10090_57444	10116_293052	9606_3669
10090_73261	10116_360483	9606_646174
10090_70335	10090_13476	10116_362835	10116_364838	9606_7905	9606_7905	9606_92840
10090_545667	10116_689322	9606_348378
10090_12905	9606_8738
10090_72112	9606_54866
10090_75398	10116_291206	9606_64983
10090_381269	10116_501162	9606_55686
10090_66284	10116_297419	10116_297419	9606_200504
10090_56636	10116_170580	9606_26291
10090_102640043	10116_684792
10090_53902	10116_362627	9606_11123
10090_76651	10116_100910668	10116_100911489
10090_66330	10116_689039	10116_103690023
10090_224840	10116_680862	9606_285852	9606_9436
10090_668433	10090_668433	10116_687707	9606_100130311
10090_18423	10116_25646	9606_5013
10090_100042849	10090_100042881	10090_100862394	10090_100041505	10090_100862398	10090_19657	10090_100862365	10090_100862383	10090_100042874	10116_103694544
10090_83602	10116_83830	9606_2957
10090_54391	10116_499328	9606_55312
10116_363481
10090_110417	10116_362756	9606_5283
10090_20972	10116_29205	9606_9145
10090_100041586	10090_21647	10090_100041639	10116_365153	9606_6991
10090_66469	10116_362676	9606_127281	9606_127281
10090_328643	10116_303812	9606_90113
10090_435921	10116_689800	9606_387836
10090_68480	10116_361224	9606_84270
9606_339263
10090_27007	10116_24934	9606_22914
10090_18014	10116_29410	9606_4762
9606_164668
10090_57896	10090_215693	10116_312437	10116_308654	9606_51315	9606_84460
10090_70163	10116_691259	9606_646627
9606_105370579
10090_22196	10116_25573
9606_89978
10090_106143	10116_288353	9606_8545
10090_66390	10090_225655	10116_494346	10116_690253	9606_10650	9606_51012
9606_4636
10090_216011	10090_216011	10116_499430	9606_55222
10090_66727	10116_293711	9606_117245
10090_12985	10116_25610	9606_1440
10090_19110	10116_24656
9606_200315	9606_100913187
10090_14172	10090_14171	10090_14179	10116_29349	10116_29369	10116_29368	9606_8817	9606_8822	9606_2253
10090_17713	10116_79563	9606_80273
10090_20103	10116_25538	9606_6193
10090_78081	10116_654517	9606_167
10090_70261	10116_308965	9606_63928
10090_66532	10116_500366	9606_387849
10090_20130	10116_361568	9606_6237
10090_73293	10116_498006	9606_388389
9606_286046
9606_165679
10090_11859	10116_116648	9606_401
10090_59016	10116_307806	9606_57215
10090_56635	10090_67000	10090_18776	10090_19109	10116_266782	10116_116474	10116_24683	10116_24283	9606_5617
10090_74453	10116_364899	9606_220136
9606_6158
10090_12857	10116_29445	9606_1327
10090_67305	10116_298376	9606_2882
9606_2786
10090_19941	10116_688981	10116_287417	10116_100910721	9606_51121	9606_6154
10090_54167	10116_64545	9606_29851
10090_13863	10090_78076	10116_29552	10116_366008	9606_138307
10090_69581	10116_678766	9606_58480
10090_66231	10116_305714	9606_80145
10090_66566	10116_361443	9606_84284
10090_381339	10116_501129	9606_130827
10090_67851	10116_683897	9606_51250
9606_140733
10090_54419	10116_287098	9606_9074
10090_102631503	10090_77049	10090_100039674	10090_105245043	10116_501031
10090_18120	10116_309176	9606_740
10090_74012	10116_170923	10116_114560	9606_5912
10090_102462	10116_315697	9606_55272
10090_67687	10116_498933	9606_646603
9606_114769
10090_67196	10116_360847	9606_29089
10090_66492	10116_679898	9606_153527
10090_14573	10116_25453	10116_25453	9606_2668
10090_100039763	10090_100040937	10090_74987	10090_73934	10090_73347	10090_635396	10090_238829	10090_73061	10090_619294	10090_628893	10116_503435	10116_680190	10116_680489	10116_503435	10116_680370	10116_100362173	10116_100361422	9606_100288814
9606_441490
10090_55927	10116_316626	9606_55502
10090_56644	10116_502902	9606_64581
10090_12262	10116_362634	9606_714
10090_194309	10116_687208	9606_155382
9606_375607
10090_18091	10116_114109	9606_1482
10090_75437	10116_498004	9606_284067
10090_13197	10090_23882	10116_25112	10116_291005	9606_1647	9606_10912
10090_65098	10116_293067	9606_54469
10090_18300	10116_289949	9606_131177
10090_381356	10116_296599	9606_11094
9606_7975
10090_109225	10116_293744	9606_58475
10090_104943	10116_500638	9606_642273
10090_56431	10116_502674	10116_296197	9606_11034	9606_11034
10090_71897	10116_362133	9606_130576	9606_130576
10090_56787	10116_246301	9606_56676
10090_66011	10090_65246	10116_303029	10116_361070	9606_64901	9606_64901	9606_64901	9606_23039
10090_72065	10116_302495	9606_57826
10090_239650	10116_500925	9606_387856
10090_22360	10116_291129	9606_140767
10090_80888	10116_113906	9606_26353
10090_13002	10116_79130	9606_80331
10090_74478
10090_233071	10090_330914	10116_100362311	10116_315530	10116_315530	9606_9743	9606_115703
10090_218490	10116_294680	9606_689
10090_105675	10116_282819	9606_10105
10090_414084	10116_689756	10116_689756	9606_79931
10090_22343	10116_60442	9606_55327
10090_73090	10116_691722	9606_147685
9606_399726
10090_66812	10116_363069	10116_103689921	9606_60490
10090_66289	10090_12944	10090_20219	10090_100504232	10116_29339	10116_289243	10116_25419	9606_325	9606_1401
9606_101060179
10090_56691	10116_500253	9606_165721
10090_12043	10090_12043	10116_24224	9606_596
10090_12741	10116_65131	9606_7122
9606_105369201
10090_218341	10116_361871
10090_104303	10116_64187	9606_400
10090_170458	10116_171158	9606_170589
10090_69576	10116_498096	10116_100911042	9606_255798
10116_689116
9606_105369214
10090_214359	10116_500578	9606_55092
10090_17837	10090_17836	10090_11287	10090_232345	10116_297568	10116_24153	10116_497794	10116_100911545	10116_252922	9606_2	9606_5858	9606_5858
10090_626215	10116_500678	9606_440184
10090_75860	10116_498133	9606_122046
9606_729515
10090_60411	10116_294712	9606_64105
9606_7381
10090_269261	10116_499782	10116_102555453	9606_6136
10090_69215	10116_360547
10090_217370	10116_619574	9606_79415
10090_77090	10116_290628	9606_79629
10090_230234	10116_298018	9606_54942
10090_56530	10116_685814	9606_10330
10090_266614	10116_406867	9606_58496
10090_195018	10090_195018	10090_195018	10116_287476	9606_23140
10090_100862258	10090_15289	10116_25459	10116_679571	9606_3146
10090_71901	10116_691024	9606_203259
10116_102553495
10090_12684	10116_364388	9606_27141	9606_27141
10090_12487	10116_25660	9606_940
10090_15414	10116_497986	9606_3216
9606_105376204
10090_112418	10116_498675	9606_375341
10090_14836	10116_317715	9606_145258
9606_101060254
10090_65963	10116_171411	9606_28959
10090_27078	10116_287383	10116_108348055	9606_27077
10090_68800	10116_683753	9606_100130613
10090_71597	10116_682968	9606_91464
10090_72400	10116_305963	9606_54984
9606_23484
10090_58181	10116_681112
10116_108348179
10090_23993	10116_292852	9606_5650
10090_13007	10116_29276	9606_1465
10090_71382	10116_500006	9606_5189
10090_74387	10116_498060	9606_56245
10090_69876	10116_362667	9606_90326
10090_242681	10116_682865	9606_115273
9606_374378
10090_641361	10116_308429	9606_390940
9606_348303
10090_52653	10116_287199	9606_134492
10090_66541	10116_691145	9606_196294
10090_29865	10116_365194	9606_56344
10090_107771	10116_311807
10116_686911	9606_644145	9606_644145
10090_75368	10116_360864	9606_92346
10090_11535	10116_25026	9606_133
10090_20044	10116_100911847	10116_29284	9606_6208
10090_68020	10116_299341	10116_299341	9606_84334
10090_105244100	10090_105244099
10090_67097	10090_67097	10116_100363439	10116_81773	9606_100529239	9606_6204
10090_17112	10116_295061	9606_4071
10090_13019	10116_29201	9606_1489
10090_94229	10090_59033	10116_295645	10116_315311	9606_57282	9606_57282	9606_9498	9606_9498	9606_9498
10090_17119	10090_17859	10090_17859	10116_25701	10116_25701	10116_362391	9606_4084	9606_4601	9606_4601
10090_68929	10116_288557	9606_64598
10090_14726	10116_54320	9606_10630
10090_67877	10116_362228	9606_51126
10090_214917	10116_287150	9606_65990
10090_18378	10116_24612	9606_4975
10090_12336	10090_69543	10116_29156	10116_100912380	10116_679870	9606_84290	9606_826
10090_71817	10090_77975	10116_298552	10116_360698	9606_23585	9606_757	9606_757
10090_11431	10116_24161	9606_52
10090_22608	10116_500538	9606_4904
10090_73332
10090_12050	10116_60434
10090_93674	10090_100504710	10090_66116	10090_69049	10090_68396	10090_100043497	10090_93673	10090_75541	10116_103690120	10116_102549803	10116_100910829	10116_103690139	10116_113892	10116_114020	10116_102556148	10116_171084	10116_59300	10116_64570	10116_500237	9606_9027
10090_235043	10116_300441
10090_73603	10116_499940	9606_27296
9606_92806
10090_545384	10090_236312	10090_102639543	10090_381308	10090_383619	10090_15951	10090_100040462	10090_226695	10090_623121	10090_15950	10090_100033459	10090_226691	10090_26388	10090_15950	10090_226691	10090_100862473	10090_102641031	10116_304988	10116_304987	10116_102556096	9606_149628	9606_9447	9606_3428	9606_4332
9606_81832	9606_81832
9606_387638
10090_72007	10116_294925	9606_64778	9606_64778
10090_319701	10116_364205	9606_554251
9606_199800
10090_14164	10116_25317	9606_2246
10090_269336	10116_296081	9606_90416
10090_12400	10116_361391	9606_865
10090_56520	10116_685679	9606_4833
10090_66682	10116_363858	9606_126003
10090_75219	10090_73547	10116_305477	10116_302867	9606_150290	9606_63904
10090_212937	10116_364674	9606_497189
10090_68375	10116_296658	9606_4702
10090_75467	10116_681766	9606_285051
10090_12508	10116_24251
10090_171382	10116_171384	10116_171384	9606_79054
10090_110213	10116_24822	9606_7009
10090_11769
9606_154150
9606_1038
10090_216974	10116_497959	9606_147011
10090_101055837	10116_499923	9606_388795
10090_57254	10116_78979	9606_50834
10090_54219	10116_362851	9606_51293
9606_400629
9606_109703458
10116_362688	9606_79833
10090_100502876	10116_310303	9606_27094
10090_225922	10090_56096	10116_690888	10116_317316	10116_102550080	9606_219990	9606_107987155	9606_10761	9606_107987155
10090_102635642
10090_65106	10116_66028	9606_10550
10090_192174	10116_502084	9606_201965
10090_68744	10116_685834	9606_283337
9606_401152
9606_7428
10090_231986	10116_685879	9606_221895
10090_56368	10116_363137	9606_11068
10090_107723	10116_691209	9606_9990
10090_12055	10116_293514
10090_68742	9606_124446
10090_69714	10116_85423	9606_29844
10116_690544	9606_646019
10090_114889	10116_689704	9606_30813
10090_57253	10116_554302	9606_50832
10090_66432	10116_246187	9606_84138
10090_15438	10090_15405	10116_688999	9606_3235
10090_105418
10090_30954	10116_362791	9606_10572
10090_109905	10090_215449	10116_295347	10116_171337	9606_5906	9606_5908
10090_110805	10116_171302	10116_192274	9606_2301	9606_2304
10090_73173	10116_295027	9606_54510
10090_12419	10116_300266	9606_23468
10090_67254	10116_360459	9606_89927	9606_89927
10090_68316	10116_363474	10116_363474	9606_79135
10090_57431	10116_361717	9606_3338
10090_260298	10116_246271	9606_54738
10090_67770	10116_500501	9606_79886
10090_27061	10116_293852	9606_10134
10090_98365	10116_289235	9606_89886
9606_100289187
10090_385380	10116_102551117	10116_690282	9606_1527
10090_109346	10116_367251	9606_51239
10090_107734	10116_301352	10116_103693219	9606_51263
10090_68816	10116_309651
10090_66073	10116_298370	9606_51060
10090_19693	10090_19692	10116_24714	9606_5968	9606_5967
10090_71446	10090_71446	10116_288233	9606_106865373
10090_18679	10090_110094	10116_64561	10116_678739	9606_5255	9606_5256
10090_66086	10116_360461	9606_123811
10090_26434	10116_113910	9606_23627
10090_15402	10116_103692127	10116_103689922	10116_79241	9606_3202
10090_27356	10116_50546
10116_681383	9606_83938	9606_83938
10090_21769	10116_361816	9606_60685	9606_60685
10090_17527	10116_360463	9606_4358
10090_76982	10116_500393	9606_254778
10090_67483	10116_499334	9606_138255
10090_433719	10090_545637	10090_623272	10090_242502	10090_667780	10090_193286	10090_622699	10090_432860	10090_102640809	10116_497899	10116_100912477	9606_102724657
10090_73388	10116_690402	9606_128861
10090_320878	10116_365352
10090_320116	10116_100362205	9606_408263
10090_640524	10116_296090	9606_51332	9606_51332
10090_243655	10116_297645
10090_54378	10116_140727	9606_59285
10090_65115	10116_361358	9606_146227
10090_22378	10116_192645	9606_23558
9606_256369
10090_66962	10116_363029	9606_126074
9606_107987276
10090_66523	10116_292100	9606_128061
10090_215280	10116_117538	9606_7456
10090_74769	10116_85243	10116_100910021	9606_5291
10090_100041579	10090_100862247	10090_621580	9606_730098
10090_24087	10116_365460	9606_7093
10090_56418	10116_64351	9606_10652
10090_26450	10116_29459	9606_10741
10090_268490	10116_287731	9606_124801
10090_70099	10116_295107	10116_295107	9606_10051	9606_10051
10116_116502	9606_578
10090_69314	10116_100362588	9606_100129669
10090_52696	10116_257644	9606_11130
10090_171285	10116_363578	9606_84868
10090_11782	10116_366618	9606_11154
10090_64658	10116_297459	9606_64432
10090_106794	10116_366532	9606_90957
10090_54342	10116_498486	9606_64841
10090_22164	10116_89814	9606_7292
10090_19663	10090_71973	10116_503214	10116_498642	9606_11030	9606_11030	9606_348093
10090_381816	10116_500335
10116_100363294
10090_23991	10116_81823
9606_170371
10090_19822	10116_29274	9606_6047
10090_76137	10116_291034	9606_63933
10090_69137	10116_500947	9606_387804
10116_100912450	10116_500352	10116_100912259	10116_100912527	10116_103690365
10090_241556	10116_311210	9606_90139
10090_26886	10116_681185	9606_64946
10090_620709	10116_414138	9606_158062
10090_668357	10090_71083	10116_363483
10090_17173	10116_24209
10090_270156	10116_100151767	9606_55216
10090_50723	10116_499415	9606_23308	9606_102723996
10090_29866	10090_29866	10116_499298	9606_51475
9606_56935
10090_56453	10116_89842	9606_8720
9606_79177
10090_66350	10090_69836	10116_362039	10116_367415	9606_81579	9606_84647
9606_98
10090_71886	10116_298139
10090_74915	10116_366545	9606_90423
10090_67775	10116_360733
10090_68170	10116_295952	9606_119710
10090_69683	10116_292878	9606_284361
10090_67082	10116_102556129	9606_55195
10090_14173	10090_14173	10116_54250
10090_636187	10090_19933	10090_100043348	10116_79449	9606_6144
10090_100041953	10090_20220	10116_498002	10116_290284	9606_10284
10090_67938	10090_67268	10116_501203	10116_50685	9606_10627	9606_103910
10090_64058	10116_292949	9606_64065
10090_20234	10090_13184	10090_638345	10090_630537	10090_620253	10116_363551	10116_171161	9606_124220
10116_499957	9606_140700
10090_97487	10116_498902	9606_146223	9606_146223
10090_102640024	10090_20229	10116_302642
10090_104886	10116_299156	9606_376267
10090_407831	10116_287129
10090_68632	10116_292264	9606_80177
10090_23795	10090_403205	10116_298961	10116_298959	9606_10551	9606_155465
10090_75013	10116_317310
10090_18285
10090_66253	10090_109254	10116_292486	10116_361228	9606_84830	9606_51390
10090_81703	10116_116674
10090_15381	10116_100911576	10116_290046	9606_440563	9606_101060301	9606_343069	9606_649330	9606_3183
10090_100201	10116_689176	9606_169200
10116_365229
10090_320111	10116_361481	9606_285800
10090_320302	10090_67574	10116_300284
9606_100996598
9606_107985687
10090_17063	10116_207126	9606_56667
9606_57106
10090_18106	10116_64025	9606_51744
10090_17846	10116_289831	9606_150684
9606_4585	9606_4585
10090_52245	10116_688478	9606_51122
10090_66836	10116_690285	10116_100911695	10116_100910452	9606_79064
10090_383766	10116_502689	9606_140711
10090_214469	10116_690188	9606_130074
10090_384009	10116_679819	9606_152007
10090_98363	10090_27984	10116_298609	10116_501181	9606_79180	9606_80303	9606_80303
10090_21944	10116_360548
10090_64378	10116_64443	9606_54112
9606_100507679	9606_100507679
10090_56351	10116_362809	9606_10728
10090_73808	10116_499279	9606_387718	9606_387718
10090_67405	10116_299757	9606_4922
10090_26369	10116_84592	9606_1068
10090_14325	10090_100862446	10116_29292	10116_100360087
10090_219144	10116_364396	9606_115761
10090_68032	10116_296049	9606_51234
10090_27784	10116_289603	9606_54951
10090_102636769	9606_389812
9606_90625
10090_108168208	10116_108353015	9606_105377650
9606_57701
10090_223626	10116_300015	9606_51337
10090_56390	10116_689397	9606_10534
10090_22193	10116_295686	9606_10477
10090_277496	10116_296483
10090_194908	10116_287366	9606_201164
10090_574437	10090_22445	10090_22445	10116_690041	10116_100911047
10090_353283	10116_108348138	10116_679682	9606_3266
10090_227580	10090_23829	10116_363686	10116_680404	9606_389941	9606_10882
10090_73420	10116_307926	9606_126731
10090_56741	10116_363081	9606_57722
10090_208691	10090_276770	10116_310261	10116_287444	9606_56648	9606_143244	9606_1984
10090_546886	10116_304509	9606_387885
10090_12514	10116_287435	9606_968
10090_50722	10116_499150	9606_27120
10090_66143	10116_291057	9606_9521
10090_54390	10116_500449	9606_27240
10090_192216	10116_501569	9606_83604
10090_76411	10116_299209	9606_112752
10090_72500	10116_499772	9606_389792
10090_56788	10116_499241	9606_57758
