human	mouse
55510	100048658
128674	246313
128674	58182
80834	83770
5652	76560
11215	219181
22934	19895
56125	93892
56125	93891
56125	93890
56125	93873
56125	93886
56125	93889
56125	93874
10013	15185
81610	71878
113828	213956
56114	93709
56114	93710
6539	14411
25809	319953
3434	112419
3434	15957
3434	667373
647166	100042960
125988	224904
26595	258372
26595	258869
8343	319186
8343	319181
8343	319179
8343	319188
8343	319184
8343	319180
8343	319183
8343	68024
8343	78303
8343	319187
8343	319185
3015	51788
7726	22670
7726	19824
7726	19824
51050	94227
127845	68338
100287205	384701
100287205	381944
100287205	13531
100287205	13532
100287205	625530
4225	17288
375035	106489
375035	108735
85474	16815
91875	219022
91875	219022
100287364	384701
100287364	381944
100287364	13531
100287364	13532
100287364	625530
245802	69774
245802	68774
245802	73656
10251	236576
114798	76965
8325	14370
8325	14367
125962	258515
125962	258249
125962	258559
125962	258516
125962	259070
125962	258557
55231	399599
80742	75210
80742	75210
2110	66841
2877	14776
203859	233246
64925	72454
219870	259110
219870	259112
219870	259109
1291	12833
1291	12834
146760	237847
253152	384214
26512	18130
349633	76509
140831	67538
54431	66861
84692	69339
8799	18632
377630	384701
377630	381944
377630	13531
377630	13532
377630	625530
8346	319186
8346	319181
8346	319179
8346	319188
8346	319184
8346	319180
8346	319183
8346	68024
8346	78303
8346	319187
8346	319185
50833	387347
3779	16533
6895	21357
84675	381485
7855	14370
7855	14367
2735	14632
55532	226781
51136	76892
1265	12798
10383	22151
10383	227613
10383	73710
10383	22153
10383	22154
390437	258657
390437	258659
390437	258487
29035	279618
29035	69053
55749	67500
1340	110323
56122	93892
56122	93891
56122	93890
56122	93873
56122	93886
56122	93889
56122	93874
10295	12041
56133	93892
56133	93891
56133	93890
56133	93873
56133	93886
56133	93889
56133	93874
8320	13813
64180	71854
64180	319446
254065	382236
56130	93892
56130	93891
56130	93890
56130	93873
56130	93886
56130	93889
56130	93874
11101	11907
23410	64384
9500	94275
125965	110323
56941	232210
8881	69957
140803	225997
140803	225997
140803	58800
401447	384701
401447	381944
401447	13531
401447	13532
401447	625530
26071	553127
26071	66158
26071	72865
286128	22701
3373	15586
3929	16803
7096	21897
7096	21899
6751	20605
151306	227289
100287513	384701
100287513	381944
100287513	13531
100287513	13532
100287513	625530
7760	449521
4605	17865
140467	140482
143684	72826
100101467	328918
6222	20084
220001	71768
1000	12558
4762	18014
319	103161
221336	320705
221336	320705
79666	71801
79666	72287
359948	270110
1292	12833
1292	12834
728405	384701
728405	381944
728405	13531
728405	13532
728405	625530
3676	16401
5606	26397
5606	26399
5606	26399
54831	212989
390271	258372
390271	258869
352909	436022
317781	69663
9133	12442
374355	75645
9372	230597
8345	319186
8345	319181
8345	319179
8345	319188
8345	319184
8345	319180
8345	319183
8345	68024
8345	78303
8345	319187
8345	319185
3975	16869
3975	16873
196335	259161
196335	668035
196335	258745
1440	12985
56656	29845
56656	29849
1044	12590
55122	433693
11235	56426
126549	234396
149951	99311
9265	19159
161436	237711
161436	319670
1066	13897
1066	234564
1066	12623
1066	75704
1066	104158
1066	244595
1066	382044
1066	13884
389075	19711
9507	240913
64174	71854
64174	319446
29080	52713
4239	98970
4239	76293
121274	239652
144348	269704
51114	224454
51114	208884
10423	52858
147912	20475
151254	102636554
2580	231580
25911	226162
6573	20509
10540	69654
55349	218865
191	11615
191	269378
64122	63828
337878	71363
3018	319186
3018	319181
3018	319179
3018	319188
3018	319184
3018	319180
3018	319183
3018	68024
3018	78303
3018	319187
3018	319185
100188893	66119
56124	93892
56124	93891
56124	93890
56124	93873
56124	93886
56124	93889
56124	93874
286514	215641
1894	13605
64747	66868
2865	233080
5064	18483
5064	18483
2272	14198
374739	73407
29121	94071
29121	70809
29121	70809
29121	93694
29121	93675
29121	232409
29121	677440
116966	244484
29843	223870
646851	75729
51225	66610
114793	71409
114793	71409
5362	18845
5362	243743
79623	71685
8756	11500
57644	668940
91775	385658
257068	433022
55794	71986
5874	11891
5874	80718
4285	70478
4285	70478
3033	15107
54566	54357
23475	67375
79784	71960
55245	56046
7082	21872
7082	21872
10650	225655
107986096	330390
4357	22117
4357	246221
93663	73910
152485	622675
201625	627872
201625	381917
201625	227058
201625	100101919
201625	110083
23306	210035
5771	19255
65056	73274
114881	71240
120376	100502940
4938	23960
4938	246730
4938	243262
149473	381546
23498	107766
58498	17898
138307	78076
256364	225898
2261	14184
283659	235472
135398	71583
8823	14180
8823	80857
8823	80903
22998	77569
22998	77569
22998	77569
22998	77569
55567	627872
55567	381917
55567	227058
55567	100101919
55567	110083
6505	20510
9715	76156
113655	69572
4603	17864
5092	13180
8786	50782
8907	11767
56916	13990
479	192113
79094	69065
102723532	258657
102723532	258659
102723532	258487
107987423	13897
107987423	234564
107987423	12623
107987423	75704
107987423	104158
107987423	244595
107987423	382044
107987423	13884
3119	14961
6787	23955
6787	23955
55315	71279
260425	99470
26166	626596
6646	20652
7286	22156
58497	229589
285966	232748
27128	72318
130367	433323
10788	544963
10788	544963
26052	13429
26052	13430
26052	13430
26052	103967
375056	338366
5010	18417
57404	77951
55854	69082
391002	665943
391002	77632
391002	665290
391002	329984
391002	100041354
391002	320549
196385	56087
196385	56087
60684	320714
23269	29808
55711	67420
55711	330450
55711	330450
55589	140780
4660	329251
4660	329251
4660	329251
4660	329251
2956	17688
54849	23854
5924	19418
2618	14450
219699	107449
389434	70337
51265	213084
7917	224727
7917	224727
146223	97487
81832	246317
2036	13821
2036	13821
57335	192651
55607	243725
4926	101706
284680	76925
90799	320162
126567	237397
653606	665943
653606	77632
653606	665290
653606	329984
653606	100041354
653606	320549
404734	108857
728591	320604
1891	51798
1891	51798
8559	67229
8559	67229
50509	53867
5275	241196
60314	60315
80333	80334
80333	80334
80333	80334
124454	67417
26228	56792
283337	68744
23225	54563
84958	269589
92211	170677
151242	75276
6444	24052
6444	244431
6444	24053
403257	258466
403257	258790
403257	258976
154790	665180
154790	665180
80017	217830
387718	73808
387718	73808
145270	170952
1810	13486
729528	665943
729528	77632
729528	665290
729528	329984
729528	100041354
729528	320549
84443	245643
5314	241035
5314	241035
5314	241035
728763	381284
26245	258443
26245	258458
488	11938
387748	258163
387748	258309
51379	54394
441925	226720
83593	54354
2692	14602
101929983	665943
101929983	77632
101929983	665290
101929983	329984
101929983	100041354
101929983	320549
5764	19242
4147	17181
7531	22627
392862	170935
54795	68667
7094	21894
112479	71151
112479	71151
93627	271981
391194	258443
391194	258458
10617	70527
284716	194237
1620	56710
27125	93736
2052	13849
64106	237362
343068	665943
343068	77632
343068	665290
343068	329984
343068	100041354
343068	320549
4682	26426
4682	26425
203430	213436
3897	16728
23244	71521
90204	71971
440561	665943
440561	77632
440561	665290
440561	329984
440561	100041354
440561	320549
2201	14119
2852	76854
341208	244698
150160	242891
10194	110796
150275	104479
64951	64660
9990	107723
94274	68458
136319	14489
64761	243771
80169	68964
8473	108155
4917	18208
4917	18209
100996631	71841
196446	237558
11249	18232
25999	76686
6517	20528
10143	403395
7809	140475
4087	17126
66008	70827
81617	69008
84978	242506
84978	228564
5017	18426
5017	18426
347	11815
84900	269695
94234	15220
64399	15245
285343	382117
2353	14281
1308	12821
6496	20473
3270	15464
6526	53881
11043	23947
55111	78670
60675	50501
390326	258321
390326	258252
4902	18188
83594	67993
23592	380664
23512	52615
23512	52615
5176	20317
5176	20317
1015	12557
6039	78416
390992	15207
1104	100088
4350	268395
64083	66629
164312	320974
5930	19647
5982	19718
83932	244666
197370	67711
153527	66492
10282	12068
79365	79362
10199	67973
2559	14399
1155	66411
10584	239447
1861	30931
10220	14561
292	11740
23308	50723
5511	100336
5511	100336
390212	269053
84911	233060
10486	67252
126298	210146
864	12399
339977	231296
3820	17057
3820	232408
3820	80782
3820	17059
3820	100043861
79443	17281
2150	14063
57037	217473
79132	80861
11092	69987
10536	14789
84787	232811
11196	207352
221301	270711
92715	67228
100526760	109652
26986	18458
130814	217430
220202	53404
91147	329795
10975	66594
6327	72821
64978	60441
100996648	71841
8820	15209
65985	78894
10600	74112
7706	217069
29116	218203
29116	218203
90843	66684
9191	21945
64135	71586
83855	118445
5621	19122
54868	320534
80243	109294
8447	13447
132884	68525
284485	66353
1783	234663
2290	15228
6533	21366
54933	230726
9204	100177
5142	238871
5142	238871
5142	238871
5142	238871
5142	238871
5142	238871
5142	238871
5142	238871
5142	18578
5142	18578
126206	23968
3848	16678
50486	14373
7324	22194
6448	27029
6566	20501
105372280	100503710
122651	497113
391004	665943
391004	77632
391004	665290
391004	329984
391004	100041354
391004	320549
27286	68792
55278	76563
29767	50876
80856	69605
338661	75667
866	12401
5236	72157
9180	18414
9180	16880
11313	26394
94121	27359
102723996	50723
11055	53604
23643	17087
627	12064
56256	214791
2745	93692
6124	67891
23154	26562
79656	67621
23036	30046
23036	30046
200162	74362
9846	14389
51320	240396
9760	252838
163259	329727
10179	67010
3837	16211
65124	268301
9474	11793
142679	68082
1845	72349
55753	239017
6263	20190
6263	20192
6263	20191
51411	668218
84231	224619
56110	93713
10993	231691
10993	257635
65121	665943
65121	77632
65121	665290
65121	329984
65121	100041354
65121	320549
55798	52686
3915	226519
1951	107934
1951	107934
200008	242603
6734	67398
100499483	381522
26099	213491
9423	18208
9423	18209
7425	381677
29980	60364
5436	67710
26574	56321
26574	56321
80131	72267
6591	20583
4161	17203
55907	12764
120224	235135
23365	69632
5201	67199
245930	75400
56061	28018
2671	11692
10677	11567
339175	52686
83540	66977
10389	107815
9158	58249
6652	20322
6638	20646
3593	16160
6776	20850
6776	20851
2230	14148
350383	217302
390061	259124
390061	259122
441873	665943
441873	77632
441873	665290
441873	329984
441873	100041354
441873	320549
26507	83674
400668	73106
6840	225115
125170	237781
11253	227619
84281	67080
8607	56505
8607	56505
391003	665943
391003	77632
391003	665290
391003	329984
391003	100041354
391003	320549
646486	75497
729085	245050
79759	244219
25800	106957
2197	14109
120071	228366
137868	24052
137868	244431
137868	24053
160364	232413
23199	382034
23199	382034
23199	382034
23199	382034
23199	382034
23199	382034
79903	74763
79903	74763
9898	74383
222659	69307
161931	75773
253190	68607
9439	70208
200403	70853
3661	54131
8013	18124
2123	14017
6132	26961
729288	192651
6261	20190
6261	20192
6261	20191
10237	110172
3778	16531
3778	16531
3778	16531
79811	66660
23126	229584
8537	76960
23760	56305
5922	114713
197135	67578
23659	192654
93035	192190
93035	192190
130617	68818
1572	13107
79959	225659
2071	13872
343990	72097
54663	107071
57606	75991
283234	78317
283234	78317
4435	12705
3050	15126
64374	81500
54976	67326
55152	67789
10501	20359
51474	65970
57488	52635
51074	56369
51257	224703
10811	241275
1441	12986
5519	73699
51012	66390
5446	269823
391013	18781
132430	241989
8710	116872
157855	16532
84659	78416
10425	23807
64282	214627
4669	27419
22864	71750
441631	68498
63895	667742
10643	140488
23163	260302
5071	50873
5071	50873
54922	69903
60681	14230
8629	16469
989	235072
204219	545975
10413	22601
6936	330361
3909	16774
3909	16774
256380	268297
256380	268297
93	11481
23277	74148
5903	19386
2740	14652
63893	217342
8891	108067
25896	77065
80705	211484
135250	379043
135250	379043
135250	56554
135250	56554
284361	69683
83698	192650
83698	140904
107303344	107303348
114049	66138
686	26363
80321	68121
80321	68121
84969	269389
9144	20973
128308	67212
55660	56194
5310	18763
79899	72446
3764	16523
80010	74386
2709	14622
5442	216151
6262	20190
6262	20192
6262	20191
65258	225651
151056	665270
51752	80898
7369	22242
91782	105513
123096	214663
123775	69528
112268320	665943
112268320	77632
112268320	665290
112268320	329984
112268320	100041354
112268320	320549
553	26361
23077	105689
60561	72772
27236	99889
9917	215015
23224	319565
23224	319565
116449	27278
54453	74030
107984125	105242467
105372714	545477
26052	103967
26052	103967
2036	13821
2036	13821
4926	101706
80305	67976
6764	76954
8379	17120
56907	68166
56907	68166
140733	72899
4155	17196
4155	17196
2803	54214
2803	54214
84978	242506
23136	13823
6603	83796
83933	170787
285051	75467
57620	116873
5142	238871
5142	238871
5142	18578
5142	18578
6185	20014
85442	76484
284353	69547
23199	382034
23199	382034
3778	16531
57153	68682
51074	56369
3909	16774
3909	16774
9351	65962
144100	233765
79836	74365
151056	665270
57093	666731
57093	666747
728279	100041488
728279	71453
728279	100041412
79875	207596
79875	207596
79875	207596
79875	207596
10152	329165
79925	320277
79658	78514
22861	195046
3187	56258
3187	59013
321	11784
7404	22290
56894	28169
56894	28169
25816	106869
25816	106869
25816	106869
25816	106869
84448	231148
8798	101320
85301	373864
89927	67254
257397	66724
51433	59008
1557	13095
1557	72082
1557	404195
1557	72303
280658	387586
280658	436188
280658	631002
280658	67985
280658	668976
280658	278174
280658	387131
280658	382206
280658	546263
280658	385338
64420	634731
8550	17165
6198	72508
6198	72508
51144	56348
51144	56348
6928	21410
6928	21410
646457	73453
2875	76282
10673	24099
10438	57316
389668	381246
55871	226043
10223	59290
57016	67861
57016	11997
57016	14187
8493	53892
55131	68272
29950	55942
91860	75600
259294	353165
259294	387348
9037	20356
84317	69668
4363	17250
4363	17250
4363	27421
4363	27421
4482	110265
64693	338320
1559	13095
1559	72082
1559	404195
1559	72303
100142659	338320
348180	66965
3554	16177
6934	21416
6934	21416
283489	101994
1604	13136
1604	13137
1604	13137
4488	17702
4488	17701
64969	77721
2100	13983
219438	117005
222553	72022
89846	30938
730755	100041488
730755	71453
730755	100041412
91433	269955
81872	100041488
81872	71453
81872	100041412
10912	23882
152002	268880
152002	268880
1048	26367
2693	208188
79037	102640920
2624	14461
55905	81018
647309	239789
9667	224903
53637	94226
100131390	320145
100131390	381373
221938	75104
84836	68644
399939	666731
399939	666747
4778	18022
7178	22070
9175	71751
9175	71751
85294	100041488
85294	71453
85294	100041412
124220	20234
124220	638345
11171	20901
57121	381810
8738	12905
9122	229699
1647	23882
252969	382913
56895	28169
5990	19725
735	230558
81341	258098
403277	258998
403277	259004
403277	259000
23682	72433
835	12366
835	12366
254263	72978
643037	69325
92579	68401
6759	387586
6759	436188
6759	631002
6759	67985
6759	668976
6759	278174
6759	387131
6759	382206
6759	546263
6759	385338
23179	19731
2625	14461
130026	70375
100131439	100043125
3927	16796
9625	11302
390231	666731
390231	666747
57507	269023
338094	230579
25996	104444
127670	240817
127670	240819
127670	433365
5454	18992
259296	353165
259296	387348
55741	108687
10214	387586
10214	436188
10214	631002
10214	67985
10214	668976
10214	278174
10214	387131
10214	382206
10214	546263
10214	385338
81282	259113
259289	353165
259289	353165
259289	387348
259289	387348
80789	109077
23451	81898
546	22589
128866	75608
51562	217588
59345	14696
441294	338320
8019	67382
167359	245269
643854	338320
144811	210808
1149	12683
642612	666731
642612	666747
3782	140493
60559	76976
10058	74104
390144	117005
731	230558
317703	665525
317703	171241
317703	171239
317703	100042437
317703	171238
317703	171234
317703	171224
317703	628946
317703	171232
317703	252910
317703	171235
317703	628580
317703	171236
317703	171227
317703	100312476
9016	20523
368	17250
368	17250
368	27421
368	27421
5252	21652
4591	68729
644168	107751
84767	666731
84767	666747
57817	66438
1558	13095
1558	72082
1558	404195
1558	72303
51042	68040
116447	72960
56848	56632
1088	26367
387496	68895
83444	70020
10449	52538
57467	74770
7403	22290
653192	666731
653192	666747
5890	19363
23531	75104
83657	75465
149111	72978
149111	72978
120406	78252
285782	71213
146722	100043125
441282	67861
441282	11997
441282	14187
6758	387586
6758	436188
6758	631002
6758	67985
6758	668976
6758	278174
6758	387131
6758	382206
6758	546263
6758	385338
26164	52856
79634	74616
5321	18783
8841	15183
84173	232089
9493	71819
9493	71819
3216	15414
55714	23964
55714	23964
340307	338320
6294	224903
4253	338320
4253	338320
54437	20356
6159	19944
6159	666642
6159	545683
79084	70465
79567	75687
102724813	14300
102724813	14300
57093	547109
728279	100502803
10152	11308
23443	229782
22861	195046
22861	637515
9261	17164
84133	407821
84133	407821
7404	22289
56894	68262
56894	68262
25816	106869
25816	106869
85301	373864
9712	98910
5213	18642
2187	237211
2187	237211
164045	330149
164045	330149
1557	13097
1557	13096
1557	13098
1557	107141
1557	69888
280658	546268
280658	387132
280658	625480
280658	385312
280658	387284
8566	216134
8566	216134
112268080	102635650
112268080	70257
79648	244329
79648	244329
112268388	97476
285180	435626
84897	21376
57531	209462
25862	224836
102724023	28295
102724023	28295
8438	19366
390327	258665
390327	259165
165186	320159
54768	244653
54768	244653
54768	244653
110806280	619297
9037	20357
392391	258371
26525	54450
284340	232983
10647	102643088
4363	76408
4363	76408
3630	16334
3630	16333
169841	67911
169841	67911
1559	13097
1559	13096
1559	13098
1559	107141
1559	69888
10648	102643088
9723	20349
84250	105377
9145	20972
10528	67134
26524	50523
1604	13136
50808	56248
50808	56248
219438	258845
219438	117004
219438	258636
222553	215085
80135	70285
81488	28015
730755	100502803
81872	100502803
8818	13481
331	11798
10912	13197
7172	22017
7172	22017
1048	26365
7031	21784
1427	12970
440672	71207
440672	58242
440672	102954
2624	14462
100130348	433215
92342	69962
8440	17974
100287045	97476
9667	224902
221938	67468
738	68505
84836	76491
57718	74521
399939	547109
25880	66690
147744	78052
4694	54405
3838	16647
6941	106795
85294	100502803
27039	53871
27183	116733
1647	13197
402117	320460
56895	68262
5990	19726
735	230558
735	12279
735	109828
735	110382
735	12274
63876	208076
4613	18109
4613	17870
254263	12794
404552	102643088
196383	80291
124989	108167860
2928	195333
6759	546268
6759	387132
6759	625480
6759	385312
6759	387284
2625	14462
100131439	382551
100131439	217305
100131439	246746
100131439	100043123
100131439	100043123
8209	28295
27143	27355
9807	27399
390231	547109
414919	223665
5708	21762
79366	50887
10214	546268
10214	387132
10214	625480
10214	385312
10214	387284
285016	100294583
64754	69726
91734	320581
6636	69878
9343	20624
5698	16912
64065	64058
10861	231583
382	11845
6745	107513
642612	547109
94104	67367
60559	76219
9793	75786
10402	54613
10402	54613
9324	94353
2674	14585
390144	258845
390144	117004
390144	258636
731	230558
731	12279
731	109828
731	110382
731	12274
317703	171267
317703	171237
317703	171240
317703	171264
317703	171263
317703	100312477
317703	171225
317703	252904
317703	171230
317703	171226
317703	171228
317703	171265
317703	171244
317703	171233
317703	100312470
317703	171243
317703	171229
317703	252905
317703	108168698
7010	21687
1026	12575
9016	67554
368	76408
368	76408
11193	22380
4591	68729
84767	547109
57817	84506
7453	22375
1558	13097
1558	13096
1558	13098
1558	107141
1558	69888
23506	210982
8193	29861
4054	16998
1088	26365
11079	67830
55330	117197
7403	22289
22978	76952
23603	23790
166968	218613
148266	72723
653192	547109
154075	268288
4066	17095
4756	18007
54726	73945
23531	67468
112268392	97476
149111	12794
149111	12794
79707	74035
581	12028
57139	71746
146722	382551
146722	217305
146722	246746
146722	100043123
146722	100043123
406	11865
406	11865
6758	546268
6758	387132
6758	625480
6758	385312
6758	387284
128414	58237
79572	224088
3257	192236
5910	229877
57010	73660
29889	230737
55714	23965
55714	23965
6294	224902
54437	20357
6159	102634941
79567	75687
112268387	97476
284958	76952
127428	66526
3454	15975
55750	69923
286	11733
6668	78912
5800	19277
7109	216131
51134	77048
343099	73254
63908	108124
132204	20977
132204	20977
161	11772
161	11772
10087	68018
2335	14268
1139	11441
54535	240084
84435	52389
150365	74369
160287	106557
29062	101240
8527	227333
8527	227333
201780	231290
64757	66112
2962	98053
6314	246103
6487	20441
6487	20441
114	11514
114	11514
5923	19417
5923	19417
64682	17222
64682	17222
57570	76357
57512	241263
57512	241263
84236	76867
342918	69349
10876	219026
10073	66069
340390	102638882
54840	66408
54840	66408
54840	66408
94137	271209
338821	28253
3418	269951
10745	18685
10745	18685
9241	18121
3883	16660
3883	16672
219954	258793
219954	258792
219954	258151
91966	68618
9424	52150
5432	20021
147991	233115
948	12491
4544	244701
23560	69237
11211	14371
11211	93897
79190	64379
10247	15473
85300	16467
22948	12465
9518	23886
7039	21802
5936	66704
5936	102902673
25774	75886
26025	93724
200916	68028
50839	387340
50839	387341
50839	57252
401138	71421
53347	328795
50838	387349
7545	22772
2289	14229
56926	103425
51072	76890
342346	78809
7691	619331
7691	232854
23460	76184
23460	76184
23460	217262
23460	217258
8775	108124
118881	69156
5530	19055
5530	19056
539	28080
83544	105000
1028	12577
1028	12577
283	503844
283	630952
283	219033
283	11731
92483	106557
10172	619331
10172	232854
2181	74205
1129	243764
6207	68052
147686	619331
147686	232854
3263	15458
93107	241794
93107	66733
10766	57259
1571	13106
51333	244216
6096	225998
23554	269831
5552	19073
56993	223696
10599	28253
10916	80884
57165	118454
26118	78889
51701	18099
51126	67877
100126572	76743
6431	57317
83759	66704
83759	102902673
4199	109264
4199	17436
4199	107029
94101	227102
794	12308
6176	56040
3231	15429
1468	27376
217	72535
81570	20480
3172	15378
3172	15378
84324	66118
60485	64010
5693	19173
337959	268905
337959	69661
337959	16699
337959	69696
337959	117172
83695	72440
10328	18117
254359	70605
55659	619331
55659	232854
58155	56195
100505385	100505386
100505385	30953
160428	216188
3426	12630
4815	29862
56905	74211
6716	78925
6716	94224
2879	625249
164592	76872
255919	382030
80380	58205
2744	14660
1585	13072
1585	110115
28234	28253
285888	269637
57542	232539
80774	67803
441933	258196
729475	209550
6330	399548
2899	14807
54996	66112
84279	73327
10349	76184
10349	76184
10349	217262
10349	217258
140258	268905
140258	69661
140258	16699
140258	69696
140258	117172
219447	258586
29970	100505386
29970	100505386
29970	30953
29970	30953
27131	69178
3777	223604
23200	76295
23200	76295
23200	320940
23200	320940
23200	320940
23200	320940
23200	50770
23200	50770
51035	225896
3356	15558
1473	58214
344191	14029
283464	223827
93010	227327
1472	58214
84914	619331
84914	232854
340529	668382
158931	594844
60680	319586
60680	78784
54475	217011
641	12144
79078	230696
2686	207182
729059	67663
729059	67663
23132	81000
23132	81000
7852	12767
339229	66431
6744	70599
57478	76179
6120	66646
2935	14853
2935	14852
389119	68176
283208	320452
6839	20937
5127	18555
51305	223604
1974	13682
208	11652
696	12231
54752	78919
9154	434203
10350	76184
10350	76184
10350	217262
10350	217258
114757	114886
9363	19337
10412	59050
389827	66139
653583	232970
7223	22066
6610	20598
9926	226856
25989	71742
1663	320209
8615	56041
51524	72982
987	26422
90135	399566
7392	22282
340654	78753
4217	270672
4217	26408
5533	19055
5533	19056
1763	327762
326625	77697
50512	319655
5030	57385
79927	72690
1075	13032
23049	233789
58190	227292
147687	619331
147687	232854
11133	70394
782	12295
25992	208777
54681	74443
10531	69617
5495	19043
23250	76295
23250	320940
23250	320940
23250	50770
64434	433864
79058	68938
390595	208080
90233	619331
90233	232854
652	12159
2979	107477
2979	107477
219	72535
10915	56070
84717	15193
84717	15193
730268	17222
112267855	240216
105377650	108168208
57187	100042165
57187	331401
286	11733
2549	14388
5747	14083
63908	17957
132204	72003
132204	72003
107983988	105243794
6342	20280
10087	68018
57690	217351
9758	333605
221458	319991
221458	319991
54535	240084
7405	78610
53342	239114
8527	227333
8527	227333
1774	69537
476	11928
168975	108168945
168975	435772
64757	67247
9569	57080
3475	15982
1142	108043
1142	108043
1756	22288
1756	22288
1756	13405
1756	13405
1756	13405
1756	13405
284371	224585
84033	380698
27101	12301
5558	19076
5558	19076
3883	71888
3883	16671
92609	66525
313	27052
129450	68736
7477	22422
84282	71956
84282	71956
91664	224585
23190	67812
8754	11502
8754	11502
50839	387342
50839	387346
92747	228801
50838	387339
7545	22773
7545	22771
55891	57275
23460	27404
8775	17957
1969	13836
5530	19057
51156	217847
3227	109663
10957	108767
2827	14748
140606	114679
81553	76820
4953	18263
132	11534
132	11534
132	11534
2329	226564
10847	100043597
6431	67996
10675	29873
401097	68725
91661	224585
54776	232807
820	12796
84154	67239
84671	224585
217	11669
337959	23927
5966	19696
100505385	30953
25893	216781
55765	67313
5961	19133
5361	18844
10464	52023
6296	20216
26995	227682
56241	71733
122042	140498
55345	71643
54626	15206
56254	109331
54996	67247
10349	27404
140258	23927
29970	30953
29970	30953
84152	19049
3777	16527
22890	268564
1473	13010
388558	224585
1472	13010
5164	18604
158931	331532
158931	66104
60680	78784
23076	72462
646625	231903
158158	242505
730112	329831
51305	16527
5695	19177
22955	29871
285172	213056
23366	68283
10350	27404
7223	22067
9905	97761
2687	23887
389421	380669
55007	73225
987	80877
987	26422
11131	268958
5533	19057
5204	56612
125228	108654
57505	224805
3619	16319
5777	15170
9843	15203
118491	76670
118491	76670
10569	193116
1310	12823
286151	78803
219	11669
284382	69481
728597	68511
23239	98432
2719	14734
202243	76041
6916	21391
6916	21391
5646	103964
5646	22072
5646	436523
5646	22073
5646	114228
5646	22074
5646	436522
5646	100040233
5646	386551
640	12143
22818	56447
22818	56358
23590	56075
54899	218699
54899	218699
92565	66930
64215	13418
3709	16439
3709	16439
58494	67374
146183	246190
91133	320858
56341	381813
56341	15469
30820	70357
10003	53320
10003	72560
8729	107338
8729	107338
8609	93691
196403	80904
55192	69408
55192	69408
984	12537
984	234854
219595	53320
219595	72560
23593	56016
3684	16409
3684	16411
3684	381924
64748	235044
65123	229543
51466	14026
51466	14026
6507	20512
6507	20512
4774	18027
4774	18027
4774	18027
6457	20404
6457	20404
6457	20408
5937	56878
55137	60344
27153	72306
4094	16658
4094	17132
123228	71599
5644	103964
5644	103964
5644	22072
5644	22072
5644	436523
5644	436523
5644	22073
5644	22073
5644	114228
5644	114228
5644	22074
5644	22074
5644	436522
5644	436522
5644	100040233
5644	100040233
5644	386551
5644	386551
729458	234988
729458	73503
728635	28200
11069	56508
11069	56508
11069	56508
11069	56508
11069	56508
11069	56508
6456	20404
6456	20404
6456	20404
6456	20404
6456	20408
6456	20408
5531	56420
5531	67857
8386	258153
84300	67267
26586	80986
9188	94213
9188	56200
3111	15001
9577	107976
8807	16174
8807	16174
59342	74617
7529	54401
138046	76897
138046	76897
152579	212986
152579	212986
152579	212986
152579	212986
1133	213788
107987486	100039227
107987486	100039293
107987486	278672
107987486	672498
57088	235527
55281	68487
5479	19035
6210	267019
56262	241296
137075	71908
11326	278180
6785	83603
687	16601
9966	326623
151790	213248
9993	13356
3046	15132
3046	15135
51286	57754
200315	80287
390063	258819
8924	15204
100272147	105886298
219479	259015
107987478	13105
107987478	380997
107987478	545123
107987478	13101
107987478	56448
107987478	76279
107987478	223706
107987478	71754
26696	258387
26696	18330
7037	22042
121278	216343
6453	16443
3625	16323
3625	16324
105372315	108169093
105372315	108169043
105372315	101056102
56097	93708
81706	76142
81706	18938
64793	70012
64793	70012
203074	71037
221662	666794
221662	56190
55681	213326
6847	20957
9274	12055
9274	12055
11046	70484
11046	242585
796	12310
126208	67109
100288687	100039227
100288687	100039293
100288687	278672
100288687	672498
3087	15242
1355	226139
1355	226139
4958	27047
23071	76299
90527	213696
90527	66811
85358	243961
85358	210274
85358	58234
221061	269233
85363	209387
85363	667823
85363	94094
85363	319236
85363	94088
85363	434218
85363	76681
85363	20128
402	56327
79228	386612
51540	50880
8392	258704
8392	258702
8392	258703
8392	258701
22846	238328
10193	67588
4825	14912
4825	18096
11104	231912
11104	23924
257629	72074
56146	12939
56146	353234
26659	259074
26659	259044
26659	259042
26659	259163
26659	18316
26659	18357
3914	16780
390892	259074
390892	259044
390892	259042
390892	259163
390892	18316
390892	18357
7518	108138
5478	268373
26538	100043474
26538	100038860
26538	100038859
10901	28200
5251	18675
84321	73666
29942	75029
9038	215854
6730	217337
5443	18976
9568	242425
53840	209387
53840	667823
53840	94094
53840	319236
53840	94088
53840	434218
53840	76681
53840	20128
1418	12964
1418	12966
107987479	13105
107987479	380997
107987479	545123
107987479	13101
107987479	56448
107987479	76279
107987479	223706
107987479	71754
6920	21401
6920	21401
257160	235315
107987487	100039227
107987487	100039293
107987487	278672
107987487	672498
4115	17147
4115	17146
4115	17145
4115	434903
127665	100503355
25885	20019
25885	20019
3937	16822
57150	66291
84276	66257
6169	67671
924	12516
5033	18451
3048	15132
3048	15135
100287932	53600
107987484	100039227
107987484	100039293
107987484	278672
107987484	672498
23509	140484
9278	81630
79009	94213
79009	94213
79009	56200
79009	56200
7156	21975
8986	56613
8986	73086
1565	13105
1565	380997
1565	545123
